Status_ID,FIR_ID,Status,Updated_On_Date
384,384,Open,19-01-2020 15:00
385,385,Open,19-01-2020 23:00
386,386,Open,19-01-2020 20:00
387,387,Open,19-01-2020 11:00
388,388,Closed,24-01-2020 16:00
389,389,Closed,09-04-2020 20:00
390,390,Open,19-01-2020 15:00
391,391,Open,20-01-2020 02:00
392,392,Closed,10-03-2020 12:00
393,393,Open,19-01-2020 18:00
394,394,Open,19-01-2020 05:00
395,395,Open,17-01-2020 21:00
396,396,Open,18-01-2020 17:00
397,397,Open,20-01-2020 04:00
398,398,Closed,27-02-2020 15:00
399,399,Open,17-01-2020 20:00
400,400,Open,19-01-2020 22:00
401,401,Open,18-01-2020 16:00
402,402,Closed,29-04-2020 05:00
403,403,Open,20-01-2020 06:00
404,404,Open,17-01-2020 20:00
405,405,Closed,31-03-2020 10:00
406,406,Closed,25-03-2020 01:00
407,407,Open,20-01-2020 18:00
408,408,Closed,14-04-2020 17:00
409,409,Open,18-01-2020 16:00
410,410,Closed,13-04-2020 09:00
411,411,Closed,08-03-2020 01:00
412,412,Closed,28-03-2020 14:00
413,413,Closed,19-02-2020 02:00
414,414,Open,19-01-2020 19:00
415,415,Closed,31-03-2020 09:00
416,416,Open,21-01-2020 02:00
417,417,Closed,15-04-2020 09:00
418,418,Closed,16-07-2020 02:00
419,419,Closed,21-03-2020 17:00
420,420,Closed,16-03-2020 20:00
421,421,Open,19-01-2020 02:00
422,422,Open,20-01-2020 15:00
423,423,Closed,06-04-2020 21:00
424,424,Open,19-01-2020 06:00
425,425,Closed,16-03-2020 03:00
426,426,Open,21-01-2020 14:00
427,427,Closed,08-04-2020 11:00
428,428,Closed,23-03-2020 00:00
429,429,Open,20-01-2020 10:00
430,430,Closed,17-03-2020 18:00
431,431,Closed,04-02-2020 22:00
432,432,Open,21-01-2020 17:00
433,433,Open,19-01-2020 04:00
434,434,Open,19-01-2020 17:00
435,435,Closed,12-02-2020 09:00
436,436,Closed,02-06-2020 17:00
437,437,Open,20-01-2020 20:00
438,438,Closed,29-01-2020 17:00
439,439,Open,19-01-2020 18:00
440,440,Closed,05-04-2020 03:00
441,441,Open,20-01-2020 12:00
442,442,Open,20-01-2020 23:00
443,443,Closed,25-08-2021 17:00
444,444,Open,22-01-2020 09:00
445,445,Closed,09-03-2020 05:00
446,446,Open,22-01-2020 03:00
447,447,Closed,06-02-2020 00:00
448,448,Closed,12-03-2020 04:00
449,449,Closed,18-03-2020 17:00
450,450,Open,21-01-2020 19:00
451,451,Open,20-01-2020 18:00
452,452,Closed,26-02-2020 12:00
453,453,Closed,08-03-2020 13:00
454,454,Closed,06-02-2020 09:00
455,455,Closed,14-03-2020 07:00
456,456,Open,22-01-2020 19:00
457,457,Closed,24-03-2020 23:00
458,458,Closed,02-02-2020 00:00
459,459,Open,22-01-2020 19:00
460,460,Closed,30-01-2020 09:00
461,461,Open,22-01-2020 20:00
462,462,Open,22-01-2020 07:00
463,463,Closed,14-03-2020 19:00
464,464,Closed,10-03-2020 22:00
465,465,Closed,08-04-2020 00:00
466,466,Closed,11-03-2020 18:00
467,467,Closed,27-03-2020 12:00
468,468,Closed,31-03-2020 05:00
469,469,Closed,31-01-2020 05:00
470,470,Open,21-01-2020 05:00
471,471,Open,20-01-2020 15:00
472,472,Open,20-01-2020 21:00
473,473,Closed,13-02-2020 10:00
474,474,Closed,29-02-2020 07:00
475,475,Open,22-01-2020 04:00
476,476,Open,21-01-2020 01:00
477,477,Closed,12-06-2020 03:00
478,478,Open,23-01-2020 16:00
479,479,Closed,20-03-2020 16:00
480,480,Open,22-01-2020 15:00
481,481,Closed,03-12-2020 11:00
482,482,Closed,19-05-2021 03:00
483,483,Open,21-01-2020 09:00
484,484,Open,23-01-2020 23:00
485,485,Open,23-01-2020 14:00
486,486,Closed,10-04-2020 23:00
487,487,Open,23-01-2020 14:00
488,488,Closed,11-04-2020 10:00
489,489,Open,23-01-2020 19:00
490,490,Open,24-01-2020 02:00
491,491,Closed,30-01-2020 12:00
492,492,Open,23-01-2020 00:00
493,493,Open,21-01-2020 14:00
494,494,Closed,30-03-2020 06:00
495,495,Closed,07-02-2020 22:00
496,496,Open,24-01-2020 07:00
497,497,Closed,10-03-2020 22:00
498,498,Open,24-01-2020 13:00
499,499,Closed,13-06-2020 16:00
500,500,Closed,06-04-2020 02:00
501,501,Closed,14-04-2020 23:00
502,502,Open,22-01-2020 14:00
503,503,Open,23-01-2020 15:00
504,504,Closed,17-02-2020 01:00
505,505,Open,24-01-2020 06:00
506,506,Closed,03-10-2020 06:00
507,507,Open,24-01-2020 19:00
508,508,Open,25-01-2020 00:00
509,509,Open,24-01-2020 20:00
510,510,Open,22-01-2020 10:00
511,511,Open,24-01-2020 16:00
512,512,Closed,15-02-2020 20:00
513,513,Closed,14-02-2020 06:00
514,514,Closed,29-02-2020 07:00
515,515,Closed,31-03-2020 13:00
516,516,Closed,07-04-2020 06:00
517,517,Open,24-01-2020 08:00
518,518,Open,24-01-2020 14:00
519,519,Open,23-01-2020 07:00
520,520,Open,23-01-2020 02:00
521,521,Closed,23-04-2020 21:00
522,522,Open,25-01-2020 13:00
523,523,Closed,09-02-2020 21:00
524,524,Closed,07-03-2020 13:00
525,525,Open,23-01-2020 08:00
526,526,Closed,05-09-2020 04:00
527,527,Open,24-01-2020 08:00
528,528,Closed,21-03-2020 04:00
529,529,Open,24-01-2020 18:00
530,530,Open,25-01-2020 02:00
531,531,Closed,20-03-2020 16:00
532,532,Closed,11-02-2020 18:00
533,533,Closed,07-01-2022 08:00
534,534,Closed,01-03-2020 17:00
535,535,Open,24-01-2020 14:00
536,536,Closed,09-03-2020 17:00
537,537,Closed,15-02-2021 06:00
538,538,Open,25-01-2020 22:00
539,539,Open,24-01-2020 00:00
540,540,Open,25-01-2020 07:00
541,541,Closed,19-02-2020 07:00
542,542,Open,26-01-2020 04:00
543,543,Open,26-01-2020 09:00
544,544,Closed,01-02-2020 03:00
545,545,Open,24-01-2020 00:00
546,546,Open,24-01-2020 08:00
547,547,Closed,22-03-2020 13:00
548,548,Open,25-01-2020 16:00
549,549,Open,24-01-2020 20:00
550,550,Closed,25-02-2020 04:00
551,551,Open,25-01-2020 06:00
552,552,Closed,06-09-2021 09:00
553,553,Closed,12-05-2020 23:00
554,554,Open,25-01-2020 20:00
555,555,Closed,20-03-2020 15:00
556,556,Open,24-01-2020 06:00
557,557,Closed,07-02-2020 11:00
558,558,Closed,23-05-2020 18:00
559,559,Open,27-01-2020 01:00
560,560,Open,27-01-2020 01:00
561,561,Open,24-01-2020 20:00
562,562,Open,24-01-2020 14:00
563,563,Closed,03-04-2020 23:00
564,564,Open,25-01-2020 00:00
565,565,Open,25-01-2020 16:00
566,566,Open,26-01-2020 03:00
567,567,Open,25-01-2020 02:00
568,568,Closed,26-04-2021 18:00
569,569,Open,24-01-2020 22:00
570,570,Closed,06-02-2020 05:00
571,571,Closed,27-03-2020 02:00
572,572,Open,25-01-2020 10:00
573,573,Open,27-01-2020 15:00
574,574,Closed,23-04-2020 00:00
575,575,Closed,03-02-2020 15:00
576,576,Closed,21-02-2020 05:00
577,577,Open,25-01-2020 08:00
578,578,Open,26-01-2020 08:00
579,579,Open,25-01-2020 03:00
580,580,Open,25-01-2020 18:00
581,581,Open,26-01-2020 11:00
582,582,Closed,16-02-2020 10:00
583,583,Closed,13-03-2020 02:00
584,584,Open,25-01-2020 19:00
585,585,Open,25-01-2020 09:00
586,586,Open,28-01-2020 07:00
587,587,Open,28-01-2020 03:00
588,588,Closed,16-05-2020 08:00
589,589,Open,27-01-2020 07:00
590,590,Closed,03-02-2020 19:00
591,591,Closed,06-02-2020 10:00
592,592,Open,26-01-2020 10:00
593,593,Open,26-01-2020 04:00
594,594,Open,28-01-2020 02:00
595,595,Open,26-01-2020 21:00
596,596,Closed,11-03-2020 16:00
597,597,Closed,26-02-2020 08:00
598,598,Closed,14-02-2020 12:00
599,599,Closed,02-04-2020 12:00
600,600,Open,28-01-2020 12:00
601,601,Closed,08-02-2020 20:00
602,602,Closed,11-12-2020 17:00
603,603,Closed,09-07-2020 01:00
604,604,Closed,22-04-2020 02:00
605,605,Open,28-01-2020 10:00
606,606,Closed,09-03-2020 12:00
607,607,Closed,05-04-2020 15:00
608,608,Open,28-01-2020 15:00
609,609,Open,28-01-2020 02:00
610,610,Closed,08-03-2020 13:00
611,611,Open,28-01-2020 19:00
612,612,Closed,28-03-2020 14:00
613,613,Closed,29-03-2020 12:00
614,614,Closed,01-04-2020 12:00
615,615,Closed,10-03-2020 10:00
616,616,Closed,15-02-2020 14:00
617,617,Open,27-01-2020 14:00
618,618,Closed,28-02-2020 03:00
619,619,Open,27-01-2020 11:00
620,620,Closed,02-03-2020 15:00
621,621,Open,29-01-2020 04:00
622,622,Closed,20-03-2020 18:00
623,623,Closed,19-04-2020 23:00
624,624,Open,29-01-2020 06:00
625,625,Open,29-01-2020 02:00
626,626,Closed,05-02-2020 22:00
627,627,Closed,29-01-2020 17:00
628,628,Closed,11-12-2020 14:00
629,629,Open,29-01-2020 01:00
630,630,Closed,27-02-2020 01:00
631,631,Closed,08-02-2020 13:00
632,632,Open,28-01-2020 07:00
633,633,Closed,11-04-2020 09:00
634,634,Closed,02-03-2020 05:00
635,635,Closed,24-02-2020 23:00
636,636,Open,27-01-2020 23:00
637,637,Closed,12-04-2020 15:00
638,638,Open,29-01-2020 18:00
639,639,Closed,15-03-2020 08:00
640,640,Open,28-01-2020 07:00
641,641,Open,28-01-2020 22:00
642,642,Open,28-01-2020 19:00
643,643,Open,30-01-2020 02:00
644,644,Closed,21-03-2020 12:00
645,645,Closed,22-03-2020 18:00
646,646,Closed,05-04-2020 00:00
647,647,Closed,14-03-2020 11:00
648,648,Closed,28-03-2020 10:00
649,649,Open,29-01-2020 18:00
650,650,Closed,28-11-2021 07:00
651,651,Closed,10-02-2020 06:00
652,652,Open,30-01-2020 19:00
653,653,Open,28-01-2020 19:00
654,654,Open,31-01-2020 01:00
655,655,Closed,09-03-2020 11:00
656,656,Closed,09-10-2021 11:00
657,657,Open,30-01-2020 18:00
658,658,Open,29-01-2020 14:00
659,659,Closed,16-02-2020 03:00
660,660,Open,29-01-2020 21:00
661,661,Open,29-01-2020 12:00
662,662,Open,29-01-2020 10:00
663,663,Closed,07-03-2020 05:00
664,664,Open,30-01-2020 05:00
665,665,Closed,13-02-2020 02:00
666,666,Closed,19-06-2020 09:00
667,667,Open,29-01-2020 15:00
668,668,Closed,27-04-2020 01:00
669,669,Closed,26-01-2022 14:00
670,670,Closed,20-03-2020 22:00
671,671,Open,29-01-2020 03:00
672,672,Open,29-01-2020 09:00
673,673,Open,29-01-2020 16:00
674,674,Open,30-01-2020 07:00
675,675,Open,31-01-2020 13:00
676,676,Open,29-01-2020 19:00
677,677,Open,30-01-2020 18:00
678,678,Open,31-01-2020 15:00
679,679,Closed,18-02-2021 05:00
680,680,Open,30-01-2020 02:00
681,681,Closed,17-02-2020 19:00
682,682,Closed,06-10-2021 14:00
683,683,Closed,08-03-2020 13:00
684,684,Closed,24-03-2020 07:00
685,685,Open,01-02-2020 09:00
686,686,Open,01-02-2020 11:00
687,687,Open,31-01-2020 03:00
688,688,Open,29-01-2020 16:00
689,689,Open,30-01-2020 03:00
690,690,Open,31-01-2020 11:00
691,691,Open,31-01-2020 17:00
692,692,Open,01-02-2020 06:00
693,693,Open,31-01-2020 17:00
694,694,Open,31-01-2020 03:00
695,695,Closed,02-04-2020 05:00
696,696,Closed,25-03-2020 08:00
697,697,Closed,05-05-2020 01:00
698,698,Closed,25-04-2020 19:00
699,699,Open,31-01-2020 21:00
700,700,Open,01-02-2020 12:00
701,701,Open,02-02-2020 00:00
702,702,Open,31-01-2020 07:00
703,703,Closed,20-06-2020 19:00
704,704,Closed,09-03-2020 13:00
705,705,Open,01-02-2020 05:00
706,706,Open,01-02-2020 02:00
707,707,Closed,13-03-2020 21:00
708,708,Closed,12-03-2020 14:00
709,709,Open,01-02-2020 19:00
710,710,Open,01-02-2020 20:00
711,711,Closed,25-02-2020 02:00
712,712,Open,31-01-2020 00:00
713,713,Open,02-02-2020 15:00
714,714,Closed,09-04-2020 23:00
715,715,Open,31-01-2020 03:00
716,716,Closed,29-02-2020 16:00
717,717,Open,01-02-2020 16:00
718,718,Open,01-02-2020 18:00
719,719,Closed,17-03-2020 21:00
720,720,Open,02-02-2020 15:00
721,721,Closed,28-04-2020 05:00
722,722,Closed,15-03-2020 16:00
723,723,Closed,31-03-2020 13:00
724,724,Closed,17-04-2020 05:00
725,725,Open,01-02-2020 23:00
726,726,Open,03-02-2020 01:00
727,727,Open,31-01-2020 13:00
728,728,Open,01-02-2020 05:00
729,729,Open,31-01-2020 19:00
730,730,Closed,27-04-2020 08:00
731,731,Closed,27-03-2020 05:00
732,732,Closed,14-03-2020 18:00
733,733,Open,01-02-2020 12:00
734,734,Closed,03-06-2020 00:00
735,735,Closed,24-03-2020 11:00
736,736,Open,02-02-2020 05:00
737,737,Open,01-02-2020 17:00
738,738,Open,31-01-2020 21:00
739,739,Open,31-01-2020 20:00
740,740,Closed,04-02-2020 02:00
741,741,Closed,18-02-2020 07:00
742,742,Closed,21-03-2020 22:00
743,743,Open,03-02-2020 09:00
744,744,Open,03-02-2020 06:00
745,745,Closed,20-03-2020 11:00
746,746,Closed,07-04-2020 16:00
747,747,Open,03-02-2020 21:00
748,748,Closed,04-07-2020 14:00
749,749,Open,03-02-2020 12:00
750,750,Closed,17-02-2020 20:00
751,751,Open,03-02-2020 03:00
752,752,Open,03-02-2020 17:00
753,753,Closed,29-03-2020 01:00
754,754,Closed,13-04-2020 09:00
