FIR_ID,FIR_Date,Complaint_ID,Crime_ID,Officer_ID,Location_ID,is_deleted
117,07-01-2020 04:00,117,235,176,14,0
118,06-01-2020 20:00,118,287,126,5,0
119,07-01-2020 19:00,119,257,7,6,0
120,07-01-2020 02:00,120,537,98,4,0
121,07-01-2020 14:00,121,277,10,1,0
122,08-01-2020 19:00,122,321,247,5,0
123,06-01-2020 04:00,123,432,125,15,0
124,08-01-2020 23:00,124,129,195,3,0
125,09-01-2020 00:00,125,347,232,4,0
126,09-01-2020 02:00,126,127,23,4,0
127,07-01-2020 07:00,127,117,122,7,0
128,07-01-2020 04:00,128,339,65,11,0
129,09-01-2020 04:00,129,374,140,17,0
130,08-01-2020 14:00,130,111,24,11,0
131,08-01-2020 13:00,131,331,22,25,0
132,07-01-2020 04:00,132,295,63,14,0
133,06-01-2020 23:00,133,309,186,9,0
134,06-01-2020 22:00,134,465,213,14,0
135,06-01-2020 18:00,135,406,184,5,0
136,09-01-2020 07:00,136,278,162,5,0
137,07-01-2020 23:00,137,569,237,1,0
138,08-01-2020 12:00,138,445,25,6,0
139,08-01-2020 17:00,139,465,117,17,0
140,08-01-2020 16:00,140,404,98,13,0
141,08-01-2020 13:00,141,270,192,5,0
142,07-01-2020 23:00,142,113,87,6,0
143,07-01-2020 09:00,143,278,62,6,0
144,07-01-2020 06:00,144,487,155,18,0
145,08-01-2020 20:00,145,172,121,3,0
146,08-01-2020 01:00,146,165,9,10,0
147,07-01-2020 16:00,147,514,83,20,0
148,07-01-2020 16:00,148,262,80,9,0
149,07-01-2020 06:00,149,558,142,25,0
150,07-01-2020 08:00,150,157,199,16,0
151,08-01-2020 08:00,151,241,181,15,0
152,07-01-2020 08:00,152,311,219,9,0
153,08-01-2020 01:00,153,248,116,5,0
154,09-01-2020 16:00,154,523,56,2,0
155,10-01-2020 06:00,155,238,158,9,0
156,10-01-2020 05:00,156,109,106,4,0
157,07-01-2020 13:00,157,448,25,12,0
158,08-01-2020 16:00,158,588,3,1,0
159,09-01-2020 18:00,159,236,176,5,0
160,07-01-2020 19:00,160,509,33,10,0
161,09-01-2020 03:00,161,321,152,20,0
162,07-01-2020 21:00,162,420,221,7,0
163,09-01-2020 16:00,163,589,173,4,0
164,08-01-2020 20:00,164,492,200,4,0
165,10-01-2020 00:00,165,312,8,11,0
166,10-01-2020 14:00,166,234,240,1,0
167,08-01-2020 16:00,167,470,130,5,0
168,08-01-2020 22:00,168,518,114,5,0
169,08-01-2020 16:00,169,295,18,14,0
170,10-01-2020 07:00,170,342,129,26,0
171,09-01-2020 11:00,171,352,47,25,0
172,08-01-2020 15:00,172,305,119,13,0
173,11-01-2020 03:00,173,245,71,12,0
174,09-01-2020 20:00,174,438,179,22,0
175,09-01-2020 00:00,175,144,145,7,0
176,09-01-2020 23:00,176,292,100,14,0
177,08-01-2020 14:00,177,134,206,2,0
178,09-01-2020 15:00,178,331,237,6,0
179,10-01-2020 12:00,179,191,138,25,0
180,10-01-2020 01:00,180,584,168,4,0
181,10-01-2020 18:00,181,341,186,9,0
182,10-01-2020 13:00,182,541,13,6,0
183,10-01-2020 09:00,183,133,65,1,0
184,10-01-2020 04:00,184,422,150,12,0
185,08-01-2020 19:00,185,151,31,6,0
186,11-01-2020 15:00,186,287,179,9,0
187,09-01-2020 09:00,187,541,133,5,0
188,09-01-2020 18:00,188,236,126,19,0
189,09-01-2020 04:00,189,415,45,12,0
190,11-01-2020 05:00,190,151,231,2,0
191,09-01-2020 15:00,191,268,116,2,0
192,09-01-2020 02:00,192,381,76,5,0
193,10-01-2020 20:00,193,249,219,11,0
194,09-01-2020 09:00,194,389,42,13,0
195,11-01-2020 16:00,195,235,11,5,0
196,10-01-2020 04:00,196,562,75,14,0
197,10-01-2020 10:00,197,287,154,1,0
198,11-01-2020 17:00,198,316,85,12,0
199,10-01-2020 09:00,199,367,110,5,0
200,11-01-2020 13:00,200,471,29,27,0
201,11-01-2020 23:00,201,365,176,28,0
202,12-01-2020 08:00,202,484,40,19,0
203,10-01-2020 04:00,203,257,248,6,0
204,11-01-2020 16:00,204,427,215,14,0
205,11-01-2020 04:00,205,340,20,12,0
206,09-01-2020 22:00,206,246,51,21,0
207,11-01-2020 08:00,207,376,124,9,0
208,09-01-2020 19:00,208,542,125,16,0
209,10-01-2020 11:00,209,257,64,12,0
210,12-01-2020 03:00,210,573,2,10,0
211,11-01-2020 10:00,211,148,100,15,0
212,10-01-2020 00:00,212,439,199,5,0
213,11-01-2020 23:00,213,598,191,10,0
214,11-01-2020 05:00,214,239,207,9,0
215,11-01-2020 16:00,215,267,168,5,0
216,10-01-2020 16:00,216,163,232,1,0
217,12-01-2020 18:00,217,572,46,10,0
218,11-01-2020 15:00,218,561,198,7,0
219,12-01-2020 20:00,219,336,97,4,0
220,12-01-2020 11:00,220,563,12,19,0
221,10-01-2020 23:00,221,218,78,10,0
222,11-01-2020 08:00,222,276,47,3,0
223,11-01-2020 21:00,223,570,58,9,0
224,12-01-2020 21:00,224,307,88,2,0
225,10-01-2020 19:00,225,153,222,9,0
226,10-01-2020 15:00,226,340,175,7,0
227,12-01-2020 16:00,227,365,150,6,0
228,10-01-2020 16:00,228,269,217,4,0
229,13-01-2020 05:00,229,247,127,13,0
230,11-01-2020 00:00,230,190,59,1,0
231,12-01-2020 23:00,231,429,183,4,0
232,12-01-2020 15:00,232,547,114,16,0
233,12-01-2020 17:00,233,136,207,6,0
234,11-01-2020 17:00,234,254,180,10,0
235,12-01-2020 21:00,235,514,243,6,0
236,13-01-2020 02:00,236,105,234,3,0
237,12-01-2020 13:00,237,561,30,8,0
238,12-01-2020 02:00,238,583,26,2,0
239,12-01-2020 17:00,239,418,43,5,0
240,11-01-2020 11:00,240,466,36,12,0
241,12-01-2020 14:00,241,402,34,6,0
242,11-01-2020 08:00,242,188,190,9,0
243,12-01-2020 01:00,243,512,243,4,0
244,13-01-2020 22:00,244,388,155,26,0
245,13-01-2020 00:00,245,423,145,19,0
246,11-01-2020 21:00,246,399,7,10,0
247,13-01-2020 11:00,247,432,113,19,0
248,14-01-2020 03:00,248,262,128,1,0
249,13-01-2020 23:00,249,293,94,21,0
250,13-01-2020 22:00,250,164,204,19,0
251,14-01-2020 07:00,251,342,179,5,0
252,13-01-2020 05:00,252,182,111,21,0
253,12-01-2020 03:00,253,362,6,12,0
254,12-01-2020 18:00,254,123,182,27,0
255,14-01-2020 10:00,255,233,135,20,0
256,13-01-2020 17:00,256,581,230,10,0
257,12-01-2020 13:00,257,230,178,12,0
258,11-01-2020 19:00,258,402,95,1,0
259,12-01-2020 22:00,259,151,163,6,0
260,13-01-2020 07:00,260,366,140,22,0
261,12-01-2020 20:00,261,542,28,2,0
262,12-01-2020 22:00,262,145,108,11,0
263,12-01-2020 20:00,263,142,122,10,0
264,13-01-2020 22:00,264,261,9,17,0
265,12-01-2020 17:00,265,152,72,8,0
266,12-01-2020 12:00,266,430,112,2,0
267,13-01-2020 16:00,267,203,143,19,0
268,14-01-2020 10:00,268,508,180,17,0
269,12-01-2020 14:00,269,590,109,7,0
270,15-01-2020 00:00,270,491,18,28,0
271,13-01-2020 08:00,271,586,17,22,0
272,14-01-2020 20:00,272,292,23,12,0
273,13-01-2020 00:00,273,584,68,5,0
274,14-01-2020 04:00,274,515,225,9,0
275,14-01-2020 05:00,275,350,243,15,0
276,14-01-2020 16:00,276,546,171,1,0
277,12-01-2020 23:00,277,115,92,22,0
278,15-01-2020 05:00,278,254,122,15,0
279,14-01-2020 09:00,279,410,103,2,0
280,13-01-2020 05:00,280,217,130,3,0
281,15-01-2020 11:00,281,189,236,28,0
282,13-01-2020 12:00,282,180,63,3,0
283,13-01-2020 03:00,283,215,233,3,0
284,14-01-2020 19:00,284,481,238,6,0
285,14-01-2020 12:00,285,577,225,22,0
286,15-01-2020 04:00,286,212,36,6,0
287,13-01-2020 00:00,287,244,31,4,0
288,14-01-2020 15:00,288,363,7,9,0
289,14-01-2020 08:00,289,550,42,2,0
290,15-01-2020 11:00,290,484,23,1,0
291,13-01-2020 23:00,291,515,147,2,0
292,15-01-2020 23:00,292,307,48,2,0
293,14-01-2020 22:00,293,289,171,21,0
294,14-01-2020 17:00,294,562,51,2,0
295,15-01-2020 15:00,295,568,115,9,0
296,13-01-2020 17:00,296,262,169,10,0
297,13-01-2020 20:00,297,546,140,5,0
298,15-01-2020 06:00,298,199,96,10,0
299,15-01-2020 07:00,299,513,143,28,0
300,15-01-2020 07:00,300,256,68,19,0
301,16-01-2020 08:00,301,390,123,13,0
302,16-01-2020 01:00,302,206,18,2,0
303,13-01-2020 16:00,303,491,249,17,0
304,15-01-2020 00:00,304,139,203,26,0
305,13-01-2020 22:00,305,126,169,4,0
306,14-01-2020 05:00,306,431,48,29,0
307,14-01-2020 01:00,307,528,150,17,0
308,15-01-2020 03:00,308,282,106,22,0
309,14-01-2020 12:00,309,577,30,9,0
310,15-01-2020 17:00,310,494,144,1,0
311,16-01-2020 17:00,311,395,11,5,0
312,15-01-2020 22:00,312,276,60,10,0
313,15-01-2020 00:00,313,560,52,9,0
314,15-01-2020 01:00,314,217,38,9,0
315,16-01-2020 04:00,315,389,77,17,0
316,14-01-2020 20:00,316,361,35,5,0
317,14-01-2020 13:00,317,269,192,6,0
318,15-01-2020 07:00,318,106,180,27,0
319,15-01-2020 10:00,319,330,101,14,0
320,16-01-2020 01:00,320,190,3,9,0
321,16-01-2020 07:00,321,446,96,4,0
322,15-01-2020 16:00,322,503,16,10,0
323,15-01-2020 14:00,323,471,131,9,0
324,15-01-2020 23:00,324,526,202,6,0
325,17-01-2020 07:00,325,589,4,9,0
326,17-01-2020 07:00,326,344,29,8,0
327,16-01-2020 01:00,327,470,135,16,0
328,14-01-2020 17:00,328,506,171,9,0
329,15-01-2020 07:00,329,187,69,6,0
330,17-01-2020 16:00,330,570,150,7,0
331,16-01-2020 00:00,331,358,136,5,0
332,15-01-2020 16:00,332,586,3,5,0
333,15-01-2020 07:00,333,534,78,6,0
334,16-01-2020 20:00,334,225,226,12,0
335,16-01-2020 01:00,335,331,208,9,0
336,15-01-2020 02:00,336,359,36,1,0
337,15-01-2020 19:00,337,574,82,5,0
338,17-01-2020 22:00,338,477,236,29,0
339,16-01-2020 06:00,339,419,63,17,0
340,15-01-2020 20:00,340,167,221,1,0
341,17-01-2020 08:00,341,101,123,4,0
342,15-01-2020 07:00,342,356,206,5,0
343,16-01-2020 23:00,343,390,55,4,0
344,16-01-2020 06:00,344,559,49,11,0
345,15-01-2020 14:00,345,344,170,20,0
346,17-01-2020 18:00,346,385,122,5,0
347,17-01-2020 10:00,347,236,123,6,0
348,17-01-2020 06:00,348,277,123,5,0
349,17-01-2020 15:00,349,343,55,14,0
350,16-01-2020 10:00,350,387,26,9,0
351,18-01-2020 01:00,351,168,45,4,0
352,15-01-2020 19:00,352,270,100,6,0
353,16-01-2020 09:00,353,205,142,5,0
354,16-01-2020 12:00,354,272,163,24,0
355,16-01-2020 19:00,355,226,161,27,0
356,18-01-2020 02:00,356,562,139,4,0
357,18-01-2020 06:00,357,328,220,5,0
358,17-01-2020 22:00,358,224,206,14,0
359,16-01-2020 20:00,359,503,19,14,0
360,17-01-2020 03:00,360,418,38,10,0
361,17-01-2020 17:00,361,568,171,20,0
362,17-01-2020 17:00,362,502,33,3,0
363,17-01-2020 18:00,363,227,220,13,0
364,17-01-2020 04:00,364,583,131,19,0
365,19-01-2020 02:00,365,417,38,13,0
366,16-01-2020 21:00,366,512,221,19,0
367,16-01-2020 19:00,367,511,195,27,0
368,16-01-2020 08:00,368,392,18,2,0
369,19-01-2020 05:00,369,151,123,22,0
370,19-01-2020 04:00,370,213,132,9,0
371,19-01-2020 02:00,371,339,19,11,0
372,17-01-2020 17:00,372,286,145,5,0
373,17-01-2020 07:00,373,282,43,5,0
374,19-01-2020 08:00,374,552,64,20,0
375,18-01-2020 07:00,375,510,161,5,0
376,19-01-2020 11:00,376,558,193,14,0
377,16-01-2020 23:00,377,432,106,22,0
378,17-01-2020 19:00,378,103,215,6,0
379,19-01-2020 16:00,379,456,161,5,0
380,17-01-2020 00:00,380,148,93,11,0
381,19-01-2020 04:00,381,349,241,7,0
382,17-01-2020 10:00,382,587,58,6,0
383,17-01-2020 22:00,383,102,212,17,0
384,19-01-2020 15:00,384,136,68,21,0
385,19-01-2020 23:00,385,203,105,4,0
386,19-01-2020 20:00,386,159,16,6,0
387,19-01-2020 11:00,387,210,193,22,0
388,19-01-2020 16:00,388,454,111,23,0
389,17-01-2020 20:00,389,118,11,4,0
390,19-01-2020 15:00,390,243,223,19,0
391,20-01-2020 02:00,391,343,83,5,0
392,19-01-2020 12:00,392,409,200,5,0
393,19-01-2020 18:00,393,489,102,14,0
394,19-01-2020 05:00,394,524,8,6,0
395,17-01-2020 21:00,395,324,50,1,0
396,18-01-2020 17:00,396,161,172,5,0
397,20-01-2020 04:00,397,248,186,2,0
398,19-01-2020 15:00,398,367,239,13,0
399,17-01-2020 20:00,399,378,96,17,0
400,19-01-2020 22:00,400,120,101,6,0
401,18-01-2020 16:00,401,567,116,20,0
402,18-01-2020 05:00,402,169,156,25,0
403,20-01-2020 06:00,403,505,215,10,0
404,17-01-2020 20:00,404,280,222,18,0
405,19-01-2020 10:00,405,456,58,4,0
406,19-01-2020 01:00,406,522,192,28,0
407,20-01-2020 18:00,407,305,233,12,0
408,18-01-2020 17:00,408,491,33,18,0
409,18-01-2020 16:00,409,219,123,17,0
410,20-01-2020 09:00,410,505,158,2,0
411,21-01-2020 01:00,411,500,244,10,0
412,20-01-2020 14:00,412,129,203,6,0
413,20-01-2020 02:00,413,213,131,9,0
414,19-01-2020 19:00,414,267,228,5,0
415,20-01-2020 09:00,415,371,105,16,0
416,21-01-2020 02:00,416,481,166,1,0
417,18-01-2020 09:00,417,532,224,21,0
418,21-01-2020 02:00,418,342,194,5,0
419,18-01-2020 17:00,419,237,163,3,0
420,19-01-2020 20:00,420,205,41,13,0
421,19-01-2020 02:00,421,142,62,11,0
422,20-01-2020 15:00,422,367,154,2,0
423,18-01-2020 21:00,423,163,134,12,0
424,19-01-2020 06:00,424,342,74,6,0
425,20-01-2020 03:00,425,539,128,14,0
426,21-01-2020 14:00,426,176,198,10,0
427,20-01-2020 11:00,427,566,20,12,0
428,19-01-2020 00:00,428,250,111,9,0
429,20-01-2020 10:00,429,557,154,12,0
430,19-01-2020 18:00,430,471,8,5,0
431,20-01-2020 22:00,431,232,107,13,0
432,21-01-2020 17:00,432,456,17,6,0
433,19-01-2020 04:00,433,467,144,26,0
434,19-01-2020 17:00,434,598,22,13,0
435,19-01-2020 09:00,435,368,181,13,0
436,19-01-2020 17:00,436,523,229,5,0
437,20-01-2020 20:00,437,319,199,7,0
438,21-01-2020 17:00,438,300,38,5,0
439,19-01-2020 18:00,439,298,198,5,0
440,21-01-2020 03:00,440,217,165,20,0
441,20-01-2020 12:00,441,357,11,6,0
442,20-01-2020 23:00,442,196,95,5,0
443,21-01-2020 17:00,443,588,72,13,0
444,22-01-2020 09:00,444,502,101,19,0
445,22-01-2020 05:00,445,242,72,12,0
446,22-01-2020 03:00,446,556,119,23,0
447,22-01-2020 00:00,447,567,167,7,0
448,21-01-2020 04:00,448,571,207,2,0
449,19-01-2020 17:00,449,253,235,4,0
450,21-01-2020 19:00,450,117,88,5,0
451,20-01-2020 18:00,451,118,78,5,0
452,20-01-2020 12:00,452,551,215,15,0
453,22-01-2020 13:00,453,388,138,10,0
454,22-01-2020 09:00,454,192,155,6,0
455,22-01-2020 07:00,455,292,84,12,0
456,22-01-2020 19:00,456,569,236,13,0
457,22-01-2020 23:00,457,421,79,4,0
458,22-01-2020 00:00,458,283,219,6,0
459,22-01-2020 19:00,459,398,243,4,0
460,20-01-2020 09:00,460,284,121,7,0
461,22-01-2020 20:00,461,281,131,10,0
462,22-01-2020 07:00,462,561,125,10,0
463,21-01-2020 19:00,463,441,99,8,0
464,20-01-2020 22:00,464,161,194,4,0
465,23-01-2020 00:00,465,154,224,5,0
466,20-01-2020 18:00,466,518,215,22,0
467,20-01-2020 12:00,467,208,177,2,0
468,21-01-2020 05:00,468,354,151,5,0
469,23-01-2020 05:00,469,471,178,16,0
470,21-01-2020 05:00,470,576,144,11,0
471,20-01-2020 15:00,471,462,237,4,0
472,20-01-2020 21:00,472,594,175,17,0
473,22-01-2020 10:00,473,182,155,3,0
474,22-01-2020 07:00,474,426,154,19,0
475,22-01-2020 04:00,475,570,170,25,0
476,21-01-2020 01:00,476,412,202,5,0
477,22-01-2020 03:00,477,201,147,12,0
478,23-01-2020 16:00,478,571,36,6,0
479,22-01-2020 16:00,479,398,121,20,0
480,22-01-2020 15:00,480,471,87,10,0
481,21-01-2020 11:00,481,552,24,9,0
482,22-01-2020 03:00,482,115,178,1,0
483,21-01-2020 09:00,483,296,126,12,0
484,23-01-2020 23:00,484,423,250,7,0
485,23-01-2020 14:00,485,189,88,12,0
486,23-01-2020 23:00,486,380,137,11,0
487,23-01-2020 14:00,487,167,133,5,0
488,22-01-2020 10:00,488,242,158,2,0
489,23-01-2020 19:00,489,366,162,5,0
490,24-01-2020 02:00,490,305,17,6,0
491,22-01-2020 12:00,491,510,65,2,0
492,23-01-2020 00:00,492,528,162,5,0
493,21-01-2020 14:00,493,283,69,1,0
494,22-01-2020 06:00,494,316,240,6,0
495,22-01-2020 22:00,495,288,70,13,0
496,24-01-2020 07:00,496,515,224,3,0
497,22-01-2020 22:00,497,529,74,10,0
498,24-01-2020 13:00,498,444,153,6,0
499,23-01-2020 16:00,499,401,132,9,0
500,22-01-2020 02:00,500,580,59,2,0
501,22-01-2020 23:00,501,408,81,6,0
502,22-01-2020 14:00,502,485,238,9,0
503,23-01-2020 15:00,503,541,232,9,0
504,23-01-2020 01:00,504,522,83,4,0
505,24-01-2020 06:00,505,334,233,19,0
506,22-01-2020 06:00,506,464,62,10,0
507,24-01-2020 19:00,507,402,145,2,0
508,25-01-2020 00:00,508,372,49,13,0
509,24-01-2020 20:00,509,508,90,5,0
510,22-01-2020 10:00,510,210,249,5,0
511,24-01-2020 16:00,511,389,79,20,0
512,23-01-2020 20:00,512,374,50,20,0
513,25-01-2020 06:00,513,597,212,13,0
514,25-01-2020 07:00,514,510,86,27,0
515,23-01-2020 13:00,515,404,133,13,0
516,25-01-2020 06:00,516,454,174,5,0
517,24-01-2020 08:00,517,360,106,26,0
518,24-01-2020 14:00,518,371,72,9,0
519,23-01-2020 07:00,519,520,68,5,0
520,23-01-2020 02:00,520,128,154,2,0
521,22-01-2020 21:00,521,259,109,6,0
522,25-01-2020 13:00,522,131,172,20,0
523,22-01-2020 21:00,523,428,169,3,0
524,24-01-2020 13:00,524,336,49,5,0
525,23-01-2020 08:00,525,369,197,5,0
526,24-01-2020 04:00,526,460,157,12,0
527,24-01-2020 08:00,527,252,228,14,0
528,25-01-2020 04:00,528,137,202,24,0
529,24-01-2020 18:00,529,407,36,12,0
530,25-01-2020 02:00,530,423,206,9,0
531,24-01-2020 16:00,531,395,198,1,0
532,23-01-2020 18:00,532,466,177,8,0
533,24-01-2020 08:00,533,403,76,23,0
534,23-01-2020 17:00,534,129,49,5,0
535,24-01-2020 14:00,535,203,176,2,0
536,24-01-2020 17:00,536,564,176,4,0
537,25-01-2020 06:00,537,265,93,10,0
538,25-01-2020 22:00,538,336,183,4,0
539,24-01-2020 00:00,539,273,139,6,0
540,25-01-2020 07:00,540,311,142,16,0
541,26-01-2020 07:00,541,398,83,6,0
542,26-01-2020 04:00,542,186,53,5,0
543,26-01-2020 09:00,543,337,205,1,0
544,26-01-2020 03:00,544,195,119,13,0
545,24-01-2020 00:00,545,213,149,11,0
546,24-01-2020 08:00,546,181,134,10,0
547,26-01-2020 13:00,547,536,45,6,0
548,25-01-2020 16:00,548,384,31,2,0
549,24-01-2020 20:00,549,577,186,3,0
550,25-01-2020 04:00,550,418,186,6,0
551,25-01-2020 06:00,551,262,225,6,0
552,26-01-2020 09:00,552,520,75,11,0
553,25-01-2020 23:00,553,377,164,6,0
554,25-01-2020 20:00,554,351,64,4,0
555,26-01-2020 15:00,555,367,53,3,0
556,24-01-2020 06:00,556,316,154,12,0
557,26-01-2020 11:00,557,465,203,19,0
558,25-01-2020 18:00,558,415,163,3,0
559,27-01-2020 01:00,559,290,213,9,0
560,27-01-2020 01:00,560,585,87,19,0
561,24-01-2020 20:00,561,212,47,2,0
562,24-01-2020 14:00,562,342,228,10,0
563,25-01-2020 23:00,563,293,166,13,0
564,25-01-2020 00:00,564,341,208,6,0
565,25-01-2020 16:00,565,458,128,4,0
566,26-01-2020 03:00,566,514,96,2,0
567,25-01-2020 02:00,567,306,63,12,0
568,26-01-2020 18:00,568,176,101,10,0
569,24-01-2020 22:00,569,474,124,6,0
570,27-01-2020 05:00,570,461,184,22,0
571,27-01-2020 02:00,571,495,70,8,0
572,25-01-2020 10:00,572,264,239,9,0
573,27-01-2020 15:00,573,386,146,24,0
574,26-01-2020 00:00,574,280,118,5,0
575,26-01-2020 15:00,575,589,138,1,0
576,27-01-2020 05:00,576,522,88,18,0
577,25-01-2020 08:00,577,224,38,12,0
578,26-01-2020 08:00,578,333,66,6,0
579,25-01-2020 03:00,579,293,156,17,0
580,25-01-2020 18:00,580,154,19,3,0
581,26-01-2020 11:00,581,355,65,9,0
582,25-01-2020 10:00,582,196,32,5,0
583,28-01-2020 02:00,583,377,248,4,0
584,25-01-2020 19:00,584,342,97,6,0
585,25-01-2020 09:00,585,574,209,3,0
586,28-01-2020 07:00,586,264,141,25,0
587,28-01-2020 03:00,587,253,101,2,0
588,28-01-2020 08:00,588,273,1,13,0
589,27-01-2020 07:00,589,299,18,19,0
590,27-01-2020 19:00,590,572,49,13,0
591,28-01-2020 10:00,591,320,208,10,0
592,26-01-2020 10:00,592,500,240,9,0
593,26-01-2020 04:00,593,452,66,9,0
594,28-01-2020 02:00,594,491,238,12,0
595,26-01-2020 21:00,595,515,127,28,0
596,28-01-2020 16:00,596,509,117,9,0
597,28-01-2020 08:00,597,202,240,4,0
598,26-01-2020 12:00,598,337,141,2,0
599,26-01-2020 12:00,599,375,150,9,0
600,28-01-2020 12:00,600,527,211,6,0
601,28-01-2020 20:00,601,397,71,13,0
602,27-01-2020 17:00,602,188,131,19,0
603,29-01-2020 01:00,603,287,146,6,0
604,29-01-2020 02:00,604,425,108,13,0
