Outcome_ID,FIR_ID,Outcome,Outcome_Date,Remarks
178,360,Case Closed,12-04-2020 03:00,
179,362,Case Closed,04-02-2020 17:00,
180,370,Case Closed,29-03-2020 04:00,
181,374,Case Closed,25-02-2020 08:00,
182,376,Case Closed,31-03-2020 11:00,
183,377,Case Closed,15-04-2020 23:00,
184,378,Case Closed,11-06-2020 19:00,
185,380,Case Closed,11-04-2020 00:00,
186,381,Case Closed,12-02-2020 04:00,
187,382,Case Closed,01-04-2020 10:00,
188,388,Case Closed,24-01-2020 16:00,
189,389,Case Closed,09-04-2020 20:00,
190,392,Case Closed,10-03-2020 12:00,
191,398,Case Closed,27-02-2020 15:00,
192,402,Case Closed,29-04-2020 05:00,
193,405,Case Closed,31-03-2020 10:00,
194,406,Case Closed,25-03-2020 01:00,
195,408,Case Closed,14-04-2020 17:00,
196,410,Case Closed,13-04-2020 09:00,
197,411,Case Closed,08-03-2020 01:00,
198,412,Case Closed,28-03-2020 14:00,
199,413,Case Closed,19-02-2020 02:00,
200,415,Case Closed,31-03-2020 09:00,
201,417,Case Closed,15-04-2020 09:00,
202,418,Case Closed,16-07-2020 02:00,
203,419,Case Closed,21-03-2020 17:00,
204,420,Case Closed,16-03-2020 20:00,
205,423,Case Closed,06-04-2020 21:00,
206,425,Case Closed,16-03-2020 03:00,
207,427,Case Closed,08-04-2020 11:00,
208,428,Case Closed,23-03-2020 00:00,
209,430,Case Closed,17-03-2020 18:00,
210,431,Case Closed,04-02-2020 22:00,
211,435,Case Closed,12-02-2020 09:00,
212,436,Case Closed,02-06-2020 17:00,
213,438,Case Closed,29-01-2020 17:00,
214,440,Case Closed,05-04-2020 03:00,
215,443,Case Closed,25-08-2021 17:00,
216,445,Case Closed,09-03-2020 05:00,
217,447,Case Closed,06-02-2020 00:00,
218,448,Case Closed,12-03-2020 04:00,
219,449,Case Closed,18-03-2020 17:00,
220,452,Case Closed,26-02-2020 12:00,
221,453,Case Closed,08-03-2020 13:00,
222,454,Case Closed,06-02-2020 09:00,
223,455,Case Closed,14-03-2020 07:00,
224,457,Case Closed,24-03-2020 23:00,
225,458,Case Closed,02-02-2020 00:00,
226,460,Case Closed,30-01-2020 09:00,
227,463,Case Closed,14-03-2020 19:00,
228,464,Case Closed,10-03-2020 22:00,
229,465,Case Closed,08-04-2020 00:00,
230,466,Case Closed,11-03-2020 18:00,
231,467,Case Closed,27-03-2020 12:00,
232,468,Case Closed,31-03-2020 05:00,
233,469,Case Closed,31-01-2020 05:00,
234,473,Case Closed,13-02-2020 10:00,
235,474,Case Closed,29-02-2020 07:00,
236,477,Case Closed,12-06-2020 03:00,
237,479,Case Closed,20-03-2020 16:00,
238,481,Case Closed,03-12-2020 11:00,
239,482,Case Closed,19-05-2021 03:00,
240,486,Case Closed,10-04-2020 23:00,
241,488,Case Closed,11-04-2020 10:00,
242,491,Case Closed,30-01-2020 12:00,
243,494,Case Closed,30-03-2020 06:00,
244,495,Case Closed,07-02-2020 22:00,
245,497,Case Closed,10-03-2020 22:00,
246,499,Case Closed,13-06-2020 16:00,
247,500,Case Closed,06-04-2020 02:00,
248,501,Case Closed,14-04-2020 23:00,
249,504,Case Closed,17-02-2020 01:00,
250,506,Case Closed,03-10-2020 06:00,
251,512,Case Closed,15-02-2020 20:00,
252,513,Case Closed,14-02-2020 06:00,
253,514,Case Closed,29-02-2020 07:00,
254,515,Case Closed,31-03-2020 13:00,
255,516,Case Closed,07-04-2020 06:00,
256,521,Case Closed,23-04-2020 21:00,
257,523,Case Closed,09-02-2020 21:00,
258,524,Case Closed,07-03-2020 13:00,
259,526,Case Closed,05-09-2020 04:00,
260,528,Case Closed,21-03-2020 04:00,
261,531,Case Closed,20-03-2020 16:00,
262,532,Case Closed,11-02-2020 18:00,
263,533,Case Closed,07-01-2022 08:00,
264,534,Case Closed,01-03-2020 17:00,
265,536,Case Closed,09-03-2020 17:00,
266,537,Case Closed,15-02-2021 06:00,
267,541,Case Closed,19-02-2020 07:00,
268,544,Case Closed,01-02-2020 03:00,
269,547,Case Closed,22-03-2020 13:00,
270,550,Case Closed,25-02-2020 04:00,
271,552,Case Closed,06-09-2021 09:00,
272,553,Case Closed,12-05-2020 23:00,
273,555,Case Closed,20-03-2020 15:00,
274,557,Case Closed,07-02-2020 11:00,
275,558,Case Closed,23-05-2020 18:00,
276,563,Case Closed,03-04-2020 23:00,
277,568,Case Closed,26-04-2021 18:00,
278,570,Case Closed,06-02-2020 05:00,
279,571,Case Closed,27-03-2020 02:00,
280,574,Case Closed,23-04-2020 00:00,
281,575,Case Closed,03-02-2020 15:00,
282,576,Case Closed,21-02-2020 05:00,
283,582,Case Closed,16-02-2020 10:00,
284,583,Case Closed,13-03-2020 02:00,
285,588,Case Closed,16-05-2020 08:00,
286,590,Case Closed,03-02-2020 19:00,
287,591,Case Closed,06-02-2020 10:00,
288,596,Case Closed,11-03-2020 16:00,
289,597,Case Closed,26-02-2020 08:00,
290,598,Case Closed,14-02-2020 12:00,
291,599,Case Closed,02-04-2020 12:00,
292,601,Case Closed,08-02-2020 20:00,
293,602,Case Closed,11-12-2020 17:00,
294,603,Case Closed,09-07-2020 01:00,
295,604,Case Closed,22-04-2020 02:00,
296,606,Case Closed,09-03-2020 12:00,
297,607,Case Closed,05-04-2020 15:00,
298,610,Case Closed,08-03-2020 13:00,
299,612,Case Closed,28-03-2020 14:00,
300,613,Case Closed,29-03-2020 12:00,
301,614,Case Closed,01-04-2020 12:00,
302,615,Case Closed,10-03-2020 10:00,
303,616,Case Closed,15-02-2020 14:00,
304,618,Case Closed,28-02-2020 03:00,
305,620,Case Closed,02-03-2020 15:00,
306,622,Case Closed,20-03-2020 18:00,
307,623,Case Closed,19-04-2020 23:00,
308,626,Case Closed,05-02-2020 22:00,
309,627,Case Closed,29-01-2020 17:00,
310,628,Case Closed,11-12-2020 14:00,
311,630,Case Closed,27-02-2020 01:00,
312,631,Case Closed,08-02-2020 13:00,
313,633,Case Closed,11-04-2020 09:00,
314,634,Case Closed,02-03-2020 05:00,
315,635,Case Closed,24-02-2020 23:00,
316,637,Case Closed,12-04-2020 15:00,
317,639,Case Closed,15-03-2020 08:00,
318,644,Case Closed,21-03-2020 12:00,
319,645,Case Closed,22-03-2020 18:00,
320,646,Case Closed,05-04-2020 00:00,
321,647,Case Closed,14-03-2020 11:00,
322,648,Case Closed,28-03-2020 10:00,
323,650,Case Closed,28-11-2021 07:00,
324,651,Case Closed,10-02-2020 06:00,
325,655,Case Closed,09-03-2020 11:00,
326,656,Case Closed,09-10-2021 11:00,
327,659,Case Closed,16-02-2020 03:00,
328,663,Case Closed,07-03-2020 05:00,
329,665,Case Closed,13-02-2020 02:00,
330,666,Case Closed,19-06-2020 09:00,
331,668,Case Closed,27-04-2020 01:00,
332,669,Case Closed,26-01-2022 14:00,
333,670,Case Closed,20-03-2020 22:00,
334,679,Case Closed,18-02-2021 05:00,
335,681,Case Closed,17-02-2020 19:00,
336,682,Case Closed,06-10-2021 14:00,
337,683,Case Closed,08-03-2020 13:00,
338,684,Case Closed,24-03-2020 07:00,
339,695,Case Closed,02-04-2020 05:00,
340,696,Case Closed,25-03-2020 08:00,
341,697,Case Closed,05-05-2020 01:00,
342,698,Case Closed,25-04-2020 19:00,
343,703,Case Closed,20-06-2020 19:00,
344,704,Case Closed,09-03-2020 13:00,
345,707,Case Closed,13-03-2020 21:00,
346,708,Case Closed,12-03-2020 14:00,
347,711,Case Closed,25-02-2020 02:00,
348,714,Case Closed,09-04-2020 23:00,
349,716,Case Closed,29-02-2020 16:00,
350,719,Case Closed,17-03-2020 21:00,
351,721,Case Closed,28-04-2020 05:00,
352,722,Case Closed,15-03-2020 16:00,
353,723,Case Closed,31-03-2020 13:00,
354,724,Case Closed,17-04-2020 05:00,
355,730,Case Closed,27-04-2020 08:00,
356,731,Case Closed,27-03-2020 05:00,
357,732,Case Closed,14-03-2020 18:00,
358,734,Case Closed,03-06-2020 00:00,
359,735,Case Closed,24-03-2020 11:00,
360,740,Case Closed,04-02-2020 02:00,
361,741,Case Closed,18-02-2020 07:00,
362,742,Case Closed,21-03-2020 22:00,
363,745,Case Closed,20-03-2020 11:00,
364,746,Case Closed,07-04-2020 16:00,
365,748,Case Closed,04-07-2020 14:00,
366,750,Case Closed,17-02-2020 20:00,
367,753,Case Closed,29-03-2020 01:00,
368,754,Case Closed,13-04-2020 09:00,
369,755,Case Closed,14-02-2020 12:00,
370,756,Case Closed,18-02-2020 11:00,
371,757,Case Closed,02-03-2020 11:00,
372,759,Case Closed,28-04-2020 09:00,
373,761,Case Closed,03-04-2020 22:00,
374,766,Case Closed,04-03-2020 17:00,
375,767,Case Closed,22-02-2020 03:00,
376,768,Case Closed,02-03-2020 03:00,
377,771,Case Closed,17-03-2020 15:00,
378,772,Case Closed,27-02-2020 13:00,
379,773,Case Closed,19-02-2020 19:00,
380,775,Case Closed,12-02-2020 15:00,
381,776,Case Closed,21-02-2020 08:00,
382,777,Case Closed,23-03-2020 09:00,
383,779,Case Closed,22-04-2020 02:00,
384,784,Case Closed,16-02-2020 09:00,
385,786,Case Closed,13-06-2020 03:00,
386,788,Case Closed,20-02-2020 20:00,
387,789,Case Closed,05-03-2020 15:00,
388,790,Case Closed,25-02-2020 05:00,
389,791,Case Closed,10-04-2020 19:00,
390,802,Case Closed,25-02-2020 11:00,
391,807,Case Closed,01-05-2020 04:00,
392,808,Case Closed,19-03-2020 07:00,
393,810,Case Closed,07-03-2020 20:00,
394,811,Case Closed,11-03-2020 09:00,
395,817,Case Closed,13-02-2020 03:00,
396,819,Case Closed,04-08-2020 11:00,
397,821,Case Closed,11-03-2020 00:00,
398,823,Case Closed,14-03-2020 17:00,
399,826,Case Closed,27-02-2020 05:00,
400,831,Case Closed,25-02-2020 15:00,
401,833,Case Closed,16-03-2020 08:00,
402,834,Case Closed,27-04-2020 18:00,
403,837,Case Closed,12-03-2020 11:00,
404,839,Case Closed,06-03-2020 02:00,
405,841,Case Closed,07-03-2020 20:00,
406,842,Case Closed,02-04-2020 17:00,
407,843,Case Closed,29-04-2020 15:00,
408,845,Case Closed,21-03-2020 10:00,
409,846,Case Closed,16-02-2020 13:00,
410,849,Case Closed,08-02-2020 02:00,
411,851,Case Closed,29-03-2020 22:00,
412,852,Case Closed,14-04-2020 03:00,
413,853,Case Closed,16-02-2020 14:00,
414,854,Case Closed,28-03-2020 23:00,
415,855,Case Closed,20-02-2020 16:00,
416,857,Case Closed,29-03-2020 00:00,
417,858,Case Closed,05-05-2020 01:00,
418,860,Case Closed,01-04-2020 04:00,
419,861,Case Closed,15-02-2020 07:00,
420,862,Case Closed,02-05-2020 10:00,
421,864,Case Closed,28-12-2020 08:00,
422,865,Case Closed,19-03-2020 17:00,
423,866,Case Closed,24-04-2020 18:00,
424,867,Case Closed,28-09-2021 10:00,
425,868,Case Closed,25-03-2020 05:00,
426,870,Case Closed,18-04-2020 18:00,
427,878,Case Closed,09-04-2020 18:00,
428,881,Case Closed,08-03-2020 00:00,
429,882,Case Closed,24-04-2020 16:00,
430,883,Case Closed,02-05-2020 03:00,
431,884,Case Closed,23-04-2020 12:00,
432,889,Case Closed,30-03-2020 00:00,
433,890,Case Closed,06-05-2020 15:00,
434,891,Case Closed,01-03-2020 22:00,
435,893,Case Closed,18-02-2020 11:00,
436,895,Case Closed,01-03-2020 06:00,
437,898,Case Closed,15-03-2020 05:00,
438,899,Case Closed,22-02-2020 02:00,
439,900,Case Closed,12-02-2020 11:00,
440,903,Case Closed,13-02-2020 12:00,
441,904,Case Closed,19-02-2020 22:00,
442,906,Case Closed,21-04-2020 07:00,
443,908,Case Closed,03-03-2020 01:00,
444,911,Case Closed,03-07-2020 19:00,
445,913,Case Closed,01-03-2020 11:00,
446,914,Case Closed,01-04-2020 21:00,
447,915,Case Closed,06-03-2020 07:00,
448,916,Case Closed,17-02-2020 23:00,
449,917,Case Closed,02-04-2020 05:00,
450,918,Case Closed,01-04-2020 18:00,
451,919,Case Closed,14-04-2020 14:00,
452,920,Case Closed,21-02-2020 03:00,
453,923,Case Closed,19-04-2020 01:00,
454,925,Case Closed,21-07-2020 19:00,
455,926,Case Closed,29-02-2020 13:00,
456,930,Case Closed,17-05-2020 08:00,
457,933,Case Closed,21-04-2020 00:00,
458,935,Case Closed,24-04-2020 02:00,
459,936,Case Closed,01-05-2020 07:00,
460,938,Case Closed,29-05-2020 05:00,
461,939,Case Closed,24-02-2020 10:00,
462,940,Case Closed,05-03-2020 18:00,
463,941,Case Closed,02-05-2020 18:00,
464,942,Case Closed,29-03-2020 22:00,
465,945,Case Closed,08-04-2020 20:00,
466,948,Case Closed,18-04-2020 04:00,
467,949,Case Closed,02-03-2020 16:00,
468,950,Case Closed,03-04-2020 11:00,
469,951,Case Closed,29-09-2020 22:00,
470,953,Case Closed,14-05-2020 15:00,
471,956,Case Closed,06-04-2020 13:00,
472,957,Case Closed,30-06-2020 00:00,
473,958,Case Closed,10-03-2020 07:00,
474,959,Case Closed,14-03-2020 16:00,
475,962,Case Closed,06-11-2020 22:00,
476,964,Case Closed,31-03-2020 21:00,
477,965,Case Closed,08-04-2020 15:00,
478,967,Case Closed,29-04-2021 18:00,
479,968,Case Closed,18-03-2020 12:00,
480,969,Case Closed,19-03-2020 21:00,
481,970,Case Closed,23-02-2020 20:00,
482,974,Case Closed,28-04-2020 12:00,
483,975,Case Closed,03-05-2020 21:00,
484,976,Case Closed,27-02-2020 18:00,
485,977,Case Closed,14-03-2020 12:00,
486,978,Case Closed,15-04-2020 04:00,
487,980,Case Closed,01-03-2020 16:00,
488,981,Case Closed,27-03-2020 01:00,
489,984,Case Closed,07-05-2020 17:00,
490,985,Case Closed,08-04-2020 23:00,
491,986,Case Closed,29-02-2020 10:00,
492,987,Case Closed,02-04-2020 17:00,
493,988,Case Closed,13-08-2021 12:00,
494,989,Case Closed,24-03-2020 06:00,
495,991,Case Closed,18-02-2020 09:00,
496,993,Case Closed,28-04-2020 14:00,
497,997,Case Closed,07-07-2020 09:00,
498,999,Case Closed,09-05-2020 09:00,
499,1000,Case Closed,15-12-2020 18:00,
500,1006,Case Closed,09-04-2020 13:00,
501,1007,Case Closed,14-03-2020 22:00,
502,1009,Case Closed,19-04-2020 16:00,
503,1010,Case Closed,06-04-2020 07:00,
504,1013,Case Closed,24-02-2020 17:00,
505,1015,Case Closed,21-02-2020 23:00,
506,1022,Case Closed,06-05-2020 15:00,
507,1024,Case Closed,03-04-2020 03:00,
508,1027,Case Closed,07-04-2020 00:00,
509,1029,Case Closed,02-05-2020 08:00,
510,1030,Case Closed,23-04-2020 03:00,
511,1032,Case Closed,21-04-2020 09:00,
512,1036,Case Closed,06-03-2020 19:00,
513,1037,Case Closed,04-03-2020 08:00,
514,1038,Case Closed,10-04-2020 08:00,
515,1040,Case Closed,11-05-2020 00:00,
516,1043,Case Closed,22-02-2020 20:00,
517,1044,Case Closed,26-02-2020 18:00,
518,1048,Case Closed,06-03-2020 00:00,
519,1050,Case Closed,01-03-2020 10:00,
520,1051,Case Closed,12-03-2020 10:00,
521,1052,Case Closed,05-03-2020 05:00,
522,1053,Case Closed,28-02-2020 10:00,
523,1054,Case Closed,12-05-2020 04:00,
524,1057,Case Closed,09-01-2021 03:00,
525,1058,Case Closed,13-04-2020 05:00,
526,1059,Case Closed,20-03-2020 17:00,
527,1063,Case Closed,07-04-2020 23:00,
528,1064,Case Closed,07-05-2020 04:00,
529,1069,Case Closed,06-05-2020 05:00,
530,1071,Case Closed,23-03-2020 10:00,
531,1072,Case Closed,03-03-2020 04:00,
532,1076,Case Closed,28-03-2020 07:00,
533,1077,Case Closed,23-03-2020 00:00,
534,1079,Case Closed,20-03-2020 10:00,
535,1080,Case Closed,02-03-2020 13:00,
536,1081,Case Closed,09-05-2020 13:00,
537,1082,Case Closed,10-04-2020 05:00,
538,1084,Case Closed,26-02-2020 01:00,
539,1085,Case Closed,20-02-2020 01:00,
540,1086,Case Closed,27-04-2020 22:00,
541,1087,Case Closed,25-02-2020 13:00,
542,1089,Case Closed,19-03-2020 17:00,
543,1090,Case Closed,18-08-2020 04:00,
544,1091,Case Closed,11-05-2020 01:00,
545,1094,Case Closed,10-04-2020 02:00,
546,1095,Case Closed,27-02-2020 04:00,
547,1096,Case Closed,09-03-2020 10:00,
548,1097,Case Closed,22-04-2020 21:00,
549,1098,Case Closed,20-03-2020 21:00,
550,1099,Case Closed,19-02-2020 12:00,
551,1102,Case Closed,17-04-2020 12:00,
552,1103,Case Closed,05-04-2020 16:00,
553,1104,Case Closed,03-03-2020 03:00,
554,1105,Case Closed,24-04-2020 12:00,
555,1106,Case Closed,20-04-2020 15:00,
556,1108,Case Closed,16-03-2020 10:00,
557,1110,Case Closed,17-05-2020 10:00,
558,1113,Case Closed,08-04-2020 11:00,
559,1114,Case Closed,17-04-2020 12:00,
560,1115,Case Closed,14-04-2021 20:00,
561,1116,Case Closed,23-03-2020 04:00,
562,1120,Case Closed,08-04-2020 11:00,
563,1125,Case Closed,01-11-2020 07:00,
564,1127,Case Closed,21-03-2020 10:00,
565,1133,Case Closed,05-04-2020 14:00,
566,1135,Case Closed,04-03-2020 16:00,
567,1136,Case Closed,13-04-2020 04:00,
568,1139,Case Closed,26-02-2020 13:00,
569,1141,Case Closed,01-03-2020 06:00,
570,1142,Case Closed,11-05-2020 05:00,
571,1144,Case Closed,01-03-2020 07:00,
572,1145,Case Closed,02-05-2020 00:00,
573,1147,Case Closed,04-03-2020 03:00,
574,1148,Case Closed,06-08-2020 04:00,
575,1151,Case Closed,05-03-2020 00:00,
576,1152,Case Closed,10-04-2020 13:00,
577,1153,Case Closed,14-04-2020 05:00,
578,1154,Case Closed,07-03-2020 21:00,
579,1155,Case Closed,06-04-2020 07:00,
580,1157,Case Closed,13-03-2020 20:00,
581,1160,Case Closed,28-04-2020 10:00,
582,1161,Case Closed,05-08-2020 06:00,
583,1162,Case Closed,03-03-2020 15:00,
584,1165,Case Closed,11-03-2020 23:00,
585,1167,Case Closed,02-04-2020 04:00,
586,1169,Case Closed,14-03-2020 12:00,
587,1173,Case Closed,15-04-2020 06:00,
588,1174,Case Closed,11-04-2020 15:00,
589,1175,Case Closed,17-03-2020 07:00,
590,1179,Case Closed,27-03-2020 06:00,
591,1180,Case Closed,18-03-2020 14:00,
592,1181,Case Closed,28-07-2020 22:00,
593,1183,Case Closed,29-04-2020 19:00,
594,1184,Case Closed,19-03-2020 14:00,
595,1186,Case Closed,07-03-2020 19:00,
596,1187,Case Closed,18-05-2020 15:00,
597,1188,Case Closed,01-08-2021 05:00,
598,1190,Case Closed,14-03-2020 07:00,
599,1196,Case Closed,24-06-2020 11:00,
600,1197,Case Closed,06-04-2020 00:00,
601,1199,Case Closed,02-06-2020 11:00,
602,1202,Case Closed,07-04-2020 01:00,
603,1203,Case Closed,22-04-2020 11:00,
604,1204,Case Closed,17-04-2020 08:00,
605,1206,Case Closed,15-04-2020 15:00,
606,1209,Case Closed,23-04-2020 23:00,
607,1210,Case Closed,12-07-2021 02:00,
608,1211,Case Closed,08-04-2020 17:00,
609,1213,Case Closed,14-05-2020 18:00,
610,1215,Case Closed,04-04-2020 01:00,
611,1217,Case Closed,24-05-2020 22:00,
612,1221,Case Closed,23-03-2020 06:00,
613,1226,Case Closed,01-03-2020 10:00,
614,1229,Case Closed,15-05-2020 12:00,
615,1235,Case Closed,09-07-2020 19:00,
616,1238,Case Closed,08-04-2020 19:00,
617,1241,Case Closed,01-04-2020 03:00,
618,1242,Case Closed,15-05-2020 14:00,
619,1243,Case Closed,23-05-2020 11:00,
620,1246,Case Closed,11-03-2020 20:00,
621,1248,Case Closed,15-03-2020 01:00,
622,1249,Case Closed,28-03-2020 14:00,
623,1252,Case Closed,25-04-2020 04:00,
624,1254,Case Closed,28-09-2021 21:00,
625,1255,Case Closed,15-05-2020 15:00,
626,1256,Case Closed,12-05-2020 19:00,
627,1257,Case Closed,27-03-2020 22:00,
